schema_version	rds_id	check	passed	observed	expected
yu_mast_de_checks_v2	excitatory_set1	expected_fine_cell_types	TRUE	1	1
yu_mast_de_checks_v2	excitatory_set1	six_yu_contrasts_per_cell_type	TRUE	6	6
yu_mast_de_checks_v2	excitatory_set1	six_yu_contrast_labels	TRUE	6	6
yu_mast_de_checks_v2	excitatory_set1	one_status_per_manifest_row	TRUE	6	6
yu_mast_de_checks_v2	excitatory_set1	all_rows_have_terminal_outcome	TRUE	validated_complete	validated_complete;not_estimable;failed
yu_mast_de_checks_v2	excitatory_set1	all_estimable_rows_completed	TRUE	6	6
yu_mast_de_checks_v2	excitatory_set1	no_failed_contrasts	TRUE	0	0
yu_mast_de_checks_v2	excitatory_set1	result_keys_unique	TRUE	0	0
yu_mast_de_checks_v2	excitatory_set1	result_population_is_all_cohort_nuclei	TRUE	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei
yu_mast_de_checks_v2	excitatory_set1	p_values_in_range	TRUE	0	0
yu_mast_de_checks_v2	excitatory_set1	fdr_in_range	TRUE	0	0
yu_mast_de_checks_v2	excitatory_set1	detection_threshold_respected	TRUE	0	0
yu_mast_de_checks_v2	excitatory_set1	paper_deg_rule_reproduced	TRUE	0	0
yu_mast_de_checks_v2	excitatory_set1	normalized_rds_unchanged	TRUE	d82d2b2baed656b02b11dc97dbff671d0e0a52deeeb8787e1fe9caa200d4571e	d82d2b2baed656b02b11dc97dbff671d0e0a52deeeb8787e1fe9caa200d4571e
